Date,RUB,USD
30/11/2018,7.26,485.23
3/12/2018,7.3,485.06
4/12/2018,7.32,485.2
5/12/2018,7.27,485.12
6/12/2018,7.24,485.26
7/12/2018,7.25,484.99
10/12/2018,7.32,485.13
11/12/2018,7.3,485.28
12/12/2018,7.31,485.12
13/12/2018,7.32,485.23
14/12/2018,7.3,484.87
17/12/2018,7.29,484.7
18/12/2018,7.27,484.72
19/12/2018,7.21,484.55
20/12/2018,7.2,484.53
21/12/2018,7.1,484.31
24/12/2018,7.08,484.02
25/12/2018,7.03,484
26/12/2018,6.98,483.81
27/12/2018,6.98,483.76
28/12/2018,6.97,483.75
8/1/2019,7.22,484.37
9/1/2019,7.24,484.79
10/1/2019,7.24,485.52
11/1/2019,7.26,485.98
14/01/2019,7.23,486.41
15/01/2019,7.25,486.63
16/01/2019,7.29,486.58
17/01/2019,7.3,485.81
18/01/2019,7.31,485.42
21/01/2019,7.31,485.11
22/01/2019,7.29,485.17
23/01/2019,7.33,485.18
24/01/2019,7.36,485.78
25/01/2019,7.34,485.75
29/01/2019,7.34,486.54
30/01/2019,7.37,486.45
31/01/2019,7.47,486.98
1/2/2019,7.43,487.07
4/2/2019,7.43,487.44
5/2/2019,7.45,487.65
6/2/2019,7.43,488.26
7/2/2019,7.4,488.69
8/2/2019,7.41,489.19
11/2/2019,7.45,489.85
12/2/2019,7.46,489.62
13/02/2019,7.44,488.85
14/02/2019,7.31,487.99
15/02/2019,7.32,487.51
18/02/2019,7.36,487.43
19/02/2019,7.36,487.5
20/02/2019,7.41,487.59
21/02/2019,7.45,488.07
22/02/2019,7.46,488.71
25/02/2019,7.49,488.83
26/02/2019,7.45,488.93
27/02/2019,7.44,489.38
28/02/2019,7.44,489.72
1/3/2019,7.44,490.18
4/3/2019,7.46,490.68
5/3/2019,7.46,490.6
6/3/2019,7.43,489.76
7/3/2019,7.42,489.08
11/3/2019,7.4,488.57
12/3/2019,7.42,488.09
13/03/2019,7.44,487.35
14/03/2019,7.44,486.75
15/03/2019,7.45,486.63
18/03/2019,7.53,486.52
19/03/2019,7.57,486.27
20/03/2019,7.55,485.91
21/03/2019,7.64,486.1
22/03/2019,7.58,485.86
25/03/2019,7.56,485.98
26/03/2019,7.56,486.15
27/03/2019,7.51,486.31
28/03/2019,7.5,486.31
29/03/2019,7.52,486.44
1/4/2019,7.44,486.42
2/4/2019,7.43,486.47
3/4/2019,7.47,486.85
4/4/2019,7.45,487.29
5/4/2019,7.45,487.42
8/4/2019,7.45,487.32
9/4/2019,7.52,486.54
10/4/2019,7.51,485.83
11/4/2019,7.54,485.01
12/4/2019,7.54,485.02
15/04/2019,7.55,484.75
16/04/2019,7.54,484.33
17/04/2019,7.56,483.4
18/04/2019,7.54,482.85
19/04/2019,7.54,482.31
22/04/2019,7.56,481.98
23/04/2019,7.56,481.56
25/04/2019,7.42,481.57
26/04/2019,7.43,481.33
29/04/2019,7.44,481.26
30/04/2019,7.46,480.48
2/5/2019,7.36,480.46
3/5/2019,7.35,480.75
6/5/2019,7.39,481.29
7/5/2019,7.38,481.64
8/5/2019,7.39,481.96
10/5/2019,7.4,482.17
13/05/2019,7.37,481.33
14/05/2019,7.36,480.85
15/05/2019,7.41,480.52
16/05/2019,7.44,480.14
17/05/2019,7.43,479.72
20/05/2019,7.44,480.03
21/05/2019,7.44,479.6
22/05/2019,7.47,479.64
23/05/2019,7.42,479.98
24/05/2019,7.44,480.03
27/05/2019,7.45,480.18
29/05/2019,7.38,480.33
30/05/2019,7.4,480.27
31/05/2019,7.33,480.1
3/6/2019,7.35,480.2
4/6/2019,7.36,480.02
5/6/2019,7.38,479.79
6/6/2019,7.36,479.57
7/6/2019,7.37,479.61
10/6/2019,7.41,479.52
11/6/2019,7.43,479.36
12/6/2019,7.4,479.02
13/06/2019,7.4,478.54
14/06/2019,7.43,478.4
17/06/2019,7.43,477.83
18/06/2019,7.43,477.78
19/06/2019,7.47,478.04
20/06/2019,7.55,477.53
21/06/2019,7.57,477.53
24/06/2019,7.6,477.81
25/06/2019,7.61,477.07
26/06/2019,7.56,477.33
27/06/2019,7.57,477.32
28/06/2019,7.57,477.11
1/7/2019,7.55,476.98
2/7/2019,7.54,477.1
3/7/2019,7.51,477.02
4/7/2019,7.52,477.01
8/7/2019,7.47,476.9
9/7/2019,7.47,477
10/7/2019,7.48,476.59
11/7/2019,7.57,476.94
12/7/2019,7.56,476.68
15/07/2019,7.61,476.68
16/07/2019,7.6,476.74
17/07/2019,7.58,476.45
18/07/2019,7.57,476.41
19/07/2019,7.56,476.48
22/07/2019,7.56,476.18
23/07/2019,7.54,476.13
24/07/2019,7.55,475.98
25/07/2019,7.54,475.94
26/07/2019,7.54,475.97
29/07/2019,7.5,476.12
30/07/2019,7.51,475.82
31/07/2019,7.5,475.81
1/8/2019,7.46,475.91
2/8/2019,7.33,475.9
5/8/2019,7.33,476.15
6/8/2019,7.3,476.19
7/8/2019,7.33,476.47
8/8/2019,7.3,476.21
9/8/2019,7.27,476.13
12/8/2019,7.27,475.9
13/08/2019,7.25,475.94
14/08/2019,7.29,475.74
15/08/2019,7.19,475.87
16/08/2019,7.22,475.92
19/08/2019,7.12,475.91
20/08/2019,7.13,475.9
21/08/2019,7.2,475.94
22/08/2019,7.25,475.91
23/08/2019,7.25,475.99
26/08/2019,7.21,476.21
27/08/2019,7.17,475.93
28/08/2019,7.13,475.86
29/08/2019,7.14,475.96
30/08/2019,7.17,476.1
2/9/2019,7.14,476.17
3/9/2019,7.12,476.33
4/9/2019,7.18,476.5
5/9/2019,7.22,476.34
6/9/2019,7.22,476.55
9/9/2019,7.28,476.65
10/9/2019,7.28,476.35
11/9/2019,7.28,476.34
12/9/2019,7.32,476.22
13/09/2019,7.41,476.18
16/09/2019,7.43,476.16
17/09/2019,7.42,476.1
18/09/2019,7.39,476.22
19/09/2019,7.42,476.26
20/09/2019,7.47,476.13
23/09/2019,7.44,476.26
24/09/2019,7.48,476.1
25/09/2019,7.4,476.07
26/09/2019,7.4,476.02
27/09/2019,7.4,476
30/09/2019,7.34,475.97
1/10/2019,7.32,476.01
2/10/2019,7.28,476.16
3/10/2019,7.32,476.24
4/10/2019,7.35,476.33
7/10/2019,7.34,476.52
8/10/2019,7.33,476.6
9/10/2019,7.35,476.68
10/10/2019,7.36,476.7
11/10/2019,7.42,476.73
14/10/2019,7.42,476.44
15/10/2019,7.4,476.57
16/10/2019,7.42,476.76
17/10/2019,7.45,476.43
18/10/2019,7.45,476.34
21/10/2019,7.48,476.32
22/10/2019,7.48,475.96
23/10/2019,7.45,475.99
24/10/2019,7.44,475.86
25/10/2019,7.44,475.87
28/10/2019,7.48,476.03
29/10/2019,7.44,476.15
30/10/2019,7.46,476.2
31/10/2019,7.44,476.1
1/11/2019,7.45,476.46
4/11/2019,7.45,476.59
5/11/2019,7.53,476.57
6/11/2019,7.48,476.84
7/11/2019,7.5,477.34
8/11/2019,7.47,477.17
11/11/2019,7.47,477.22
12/11/2019,7.46,477.4
13/11/2019,7.42,477.46
14/11/2019,7.45,477.51
15/11/2019,7.48,477.57
18/11/2019,7.48,477.31
19/11/2019,7.49,476.98
20/11/2019,7.46,476.98
21/11/2019,7.47,476.69
22/11/2019,7.49,476.95
25/11/2019,7.47,476.6
26/11/2019,7.45,476.82
27/11/2019,7.46,477.04
28/11/2019,7.45,477.25
29/11/2019,7.46,477.88
2/12/2019,7.43,478.05
3/12/2019,7.46,478.02
4/12/2019,7.47,477.83
5/12/2019,7.49,477.94
6/12/2019,7.5,478.03
9/12/2019,7.49,477.97
10/12/2019,7.52,478.02
11/12/2019,7.53,478.02
12/12/2019,7.56,477.71
13/12/2019,7.66,477.51
16/12/2019,7.61,477.43
17/12/2019,7.62,477.44
18/12/2019,7.63,477.54
19/12/2019,7.65,477.89
20/12/2019,7.69,478.35
23/12/2019,7.68,478.32
24/12/2019,7.72,479.15
25/12/2019,7.77,479.35
26/12/2019,7.76,479.27
27/12/2019,7.74,479.5
30/12/2019,7.77,479.7
